Hello!
1.5;1647963229.555;sonar left;0.23
1.5;1647963229.556;sonar right;0.22
1.5;1647963229.5563;sonar back;0.24
1.5;1647963229.558;battery;90.082
1.6000000238419;1647963229.643;robot pose;-0.26031520962715;2.0010964870453;1.5452278468778
1.6000000238419;1647963229.643;marks;0;0;0;0;0;0;0;0
1.6000000238419;1647963229.646;sonar left;0.25
1.6000000238419;1647963229.646;sonar right;0.25
1.6000000238419;1647963229.646;sonar back;0.28
1.6000000238419;1647963229.651;sonar left;0.23
1.6000000238419;1647963229.652;sonar right;0.22
1.6000000238419;1647963229.652;sonar back;0.24
1.7000000476837;1647963229.747;sonar left;0.24
1.7000000476837;1647963229.748;sonar right;0.19
1.7000000476837;1647963229.748;sonar back;0.26
1.7999999523163;1647963229.856;sonar left;0.21
1.7999999523163;1647963229.856;sonar right;0.23
1.7999999523163;1647963229.8563;sonar back;0.23
1.7999999523163;1647963229.86;sonar left;0.24
1.7999999523163;1647963229.861;sonar right;0.23
1.7999999523163;1647963229.861;sonar back;0.26
1.8999999761581;1647963229.948;sonar left;0.21
1.8999999761581;1647963229.949;sonar right;0.21
1.8999999761581;1647963229.949;sonar back;0.32
1.8999999761581;1647963229.954;sonar left;0.2
1.8999999761581;1647963229.954;sonar right;0.24
1.8999999761581;1647963229.954;sonar back;0.27
2;1647963230.063;sonar left;0.21
2;1647963230.063;sonar right;0.21
2;1647963230.064;sonar back;0.31
2.0999999046326;1647963230.156;sonar left;0.2
2.0999999046326;1647963230.156;sonar right;0.27
2.0999999046326;1647963230.156;sonar back;0.24
2.0999999046326;1647963230.161;sonar left;0.27
2.0999999046326;1647963230.161;sonar right;0.21
2.0999999046326;1647963230.162;sonar back;0.26
2.2000000476837;1647963230.244;robot pose;-0.22780112922192;2.002099275589;1.9033557959593
2.2000000476837;1647963230.244;marks;2;0;0;0;0;0;0;2
2.2000000476837;1647963230.247;sonar left;0.22
2.2000000476837;1647963230.248;sonar right;0.24
2.2000000476837;1647963230.248;sonar back;0.27
2.2999999523163;1647963230.353;sonar left;0.25
2.2999999523163;1647963230.353;sonar right;0.23
2.2999999523163;1647963230.354;sonar back;0.27
2.2999999523163;1647963230.358;sonar left;0.18
2.2999999523163;1647963230.359;sonar right;0.22
2.2999999523163;1647963230.3591;sonar back;0.29
2.4000000953674;1647963230.458;sonar left;0.18
2.4000000953674;1647963230.458;sonar right;0.24
2.4000000953674;1647963230.459;sonar back;0.28
2.5;1647963230.551;sonar left;0.24
2.5;1647963230.551;sonar right;0.27
2.5;1647963230.552;sonar back;0.31
2.5;1647963230.557;sonar left;0.25
2.5;1647963230.558;sonar right;0.25
2.5;1647963230.558;sonar back;0.32
2.5999999046326;1647963230.654;sonar left;0.23
2.5999999046326;1647963230.654;sonar right;0.27
2.5999999046326;1647963230.655;sonar back;0.32
2.5999999046326;1647963230.658;battery;90.059722138913
2.7000000476837;1647963230.745;sonar left;0.25
2.7000000476837;1647963230.746;sonar right;0.22
2.7000000476837;1647963230.746;sonar back;0.28
2.7000000476837;1647963230.751;sonar left;0.22
2.7000000476837;1647963230.751;sonar right;0.22
2.7000000476837;1647963230.7518;sonar back;0.31
2.7999999523163;1647963230.851;robot pose;-0.18898339569569;2.0033915042877;1.9024964727844
2.7999999523163;1647963230.851;marks;2;0;0;0;0;0;0;2
2.7999999523163;1647963230.855;sonar left;0.22
2.7999999523163;1647963230.8553;sonar right;0.21
2.7999999523163;1647963230.856;sonar back;0.33
2.9000000953674;1647963230.951;sonar left;0.22
2.9000000953674;1647963230.952;sonar right;0.22
2.9000000953674;1647963230.952;sonar back;0.36
3;1647963231.054;sonar left;0.23
3;1647963231.0543;sonar right;0.26
3;1647963231.0543;sonar back;0.34
3;1647963231.059;sonar left;0.23
3;1647963231.059;sonar right;0.21
3;1647963231.06;sonar back;0.34
3.0999999046326;1647963231.155;sonar left;0.2
3.0999999046326;1647963231.155;sonar right;0.25
3.0999999046326;1647963231.156;sonar back;0.34
3.2000000476837;1647963231.246;sonar left;0.19
3.2000000476837;1647963231.246;sonar right;0.21
3.2000000476837;1647963231.2467;sonar back;0.33
3.2000000476837;1647963231.252;sonar left;0.26
3.2000000476837;1647963231.252;sonar right;0.27
3.2000000476837;1647963231.253;sonar back;0.33
3.2999999523163;1647963231.352;sonar left;0.18
3.2999999523163;1647963231.353;sonar right;0.24
3.2999999523163;1647963231.353;sonar back;0.37
3.4000000953674;1647963231.444;robot pose;-0.15004433691502;2.004682302475;1.7794150765586
3.4000000953674;1647963231.444;marks;2;0;0;0;0;0;0;2
3.4000000953674;1647963231.448;sonar left;0.24
3.4000000953674;1647963231.448;sonar right;0.23
3.4000000953674;1647963231.448;sonar back;0.39
3.5;1647963231.547;sonar left;0.18
3.5;1647963231.547;sonar right;0.24
3.5;1647963231.548;sonar back;0.38
3.5999999046326;1647963231.652;sonar left;0.26
3.5999999046326;1647963231.652;sonar right;0.25
3.5999999046326;1647963231.6527;sonar back;0.36
3.5999999046326;1647963231.657;sonar left;0.21
3.5999999046326;1647963231.657;sonar right;0.23
3.5999999046326;1647963231.658;sonar back;0.38
3.7000000476837;1647963231.744;sonar left;0.25
3.7000000476837;1647963231.7443;sonar right;0.24
3.7000000476837;1647963231.7443;sonar back;0.4
3.7000000476837;1647963231.749;battery;90.020930836503
3.7999999523163;1647963231.849;sonar left;0.24
3.7999999523163;1647963231.8492;sonar right;0.22
3.7999999523163;1647963231.85;sonar back;0.36
3.9000000953674;1647963231.954;sonar left;0.25
3.9000000953674;1647963231.954;sonar right;0.23
3.9000000953674;1647963231.9546;sonar back;0.39
3.9000000953674;1647963231.959;sonar left;0.23
3.9000000953674;1647963231.959;sonar right;0.26
3.9000000953674;1647963231.9596;sonar back;0.37
4;1647963232.044;robot pose;-0.11081372201443;2.005753993988;1.386333100791
4;1647963232.044;marks;2;0;0;0;0;0;0;2
4;1647963232.049;sonar left;0.23
4;1647963232.049;sonar right;0.22
4;1647963232.0494;sonar back;0.38
4.0999999046326;1647963232.151;sonar left;0.23
4.0999999046326;1647963232.1514;sonar right;0.26
4.0999999046326;1647963232.152;sonar back;0.43
4.1999998092651;1647963232.246;sonar left;0.24
4.1999998092651;1647963232.2466;sonar right;0.23
4.1999998092651;1647963232.247;sonar back;0.42
4.1999998092651;1647963232.253;sonar left;0.21
4.1999998092651;1647963232.254;sonar right;0.27
4.1999998092651;1647963232.254;sonar back;0.38
4.3000001907349;1647963232.363;sonar left;0.26
4.3000001907349;1647963232.364;sonar right;0.26
4.3000001907349;1647963232.364;sonar back;0.43
4.4000000953674;1647963232.444;sonar left;0.2
4.4000000953674;1647963232.4446;sonar right;0.2
4.4000000953674;1647963232.445;sonar back;0.39
4.4000000953674;1647963232.553;sonar left;0.21
4.4000000953674;1647963232.553;sonar right;0.23
4.4000000953674;1647963232.5537;sonar back;0.43
4.5;1647963232.558;sonar left;0.2
4.5;1647963232.559;sonar right;0.21
4.5;1647963232.5593;sonar back;0.43
4.5999999046326;1647963232.655;robot pose;-0.071968421339989;2.0066778659821;1.3603986590691
4.5999999046326;1647963232.6552;marks;2;0;0;0;0;0;0;2
4.5999999046326;1647963232.6581;sonar left;0.22
4.5999999046326;1647963232.659;sonar right;0.23
4.5999999046326;1647963232.6592;sonar back;0.46
4.6999998092651;1647963232.753;sonar left;0.22
4.6999998092651;1647963232.753;sonar right;0.26
4.6999998092651;1647963232.753;sonar back;0.44
4.8000001907349;1647963232.854;sonar left;0.18
4.8000001907349;1647963232.855;sonar right;0.28
4.8000001907349;1647963232.855;sonar back;0.46
4.8000001907349;1647963232.8593;battery;89.984748742586
4.8000001907349;1647963232.9512;sonar left;0.22
4.8000001907349;1647963232.9512;sonar right;0.24
4.8000001907349;1647963232.952;sonar back;0.43
4.9000000953674;1647963232.957;sonar left;0.21
4.9000000953674;1647963232.9575;sonar right;0.19
4.9000000953674;1647963232.9575;sonar back;0.45
